panel,lambda_objective,alternative_id,spotis_D0,spotis_D_lower,spotis_D_upper
A,0.76,A5,0.33193860000574127,0.32744390526531136,0.3357372992440084
A,0.77,A1,0.39715321460973696,0.38569017228738944,0.40573912283282115
A,0.77,A2,0.4625233181050871,0.45634162577100557,0.46776608656794083
A,0.77,A3,0.49100877741691673,0.47334400774792595,0.5047104980677879
A,0.77,A4,0.3825705250661345,0.37499847060514346,0.38921435527620224
A,0.77,A5,0.3316337614019954,0.3271368895393846,0.3354329711811912
A,0.78,A1,0.3978102400406925,0.3863084526213331,0.4064256490364787
A,0.78,A2,0.4634743189174721,0.4572718306882786,0.4687407272387082
A,0.78,A3,0.49054599931650683,0.4728937863618404,0.504248493798234
A,0.78,A4,0.3822277758764032,0.37463609383638885,0.3888870787283675
A,0.78,A5,0.3313289227982496,0.3268298738134578,0.33512864311837404
A,0.79,A1,0.398467265471648,0.3869267329552768,0.4071121752401364
A,0.79,A2,0.4644253197298572,0.4582020356055518,0.4697153679094755
A,0.79,A3,0.49008322121609693,0.4724435649757548,0.5037864895286801
A,0.79,A4,0.381885026686672,0.3742737170676343,0.38855980218053265
A,0.79,A5,0.3310240841945038,0.326522858087531,0.33482431505555676
A,0.8,A1,0.3991242909026035,0.38754501328922025,0.40779870144379404
A,0.8,A2,0.4653763205422422,0.4591322405228249,0.4706900085802428
A,0.8,A3,0.4896204431156871,0.47199334358966916,0.5033244852591262
A,0.8,A4,0.38154227749694075,0.37391134029887974,0.38823252563269794
A,0.8,A5,0.330719245590758,0.3262158423616043,0.3345199869927395
A,0.81,A1,0.3997813163335591,0.38816329362316393,0.40848522764745165
A,0.81,A2,0.4663273213546274,0.4600624454400981,0.47166464925101026
A,0.81,A3,0.4891576650152772,0.47154312220358363,0.5028624809895725
A,0.81,A4,0.38119952830720966,0.37354896353012523,0.3879052490848632
A,0.81,A5,0.33041440698701224,0.32590882663567755,0.33421565892992233
A,0.8200000000000001,A1,0.4004383417645147,0.38878157395710755,0.40917175385110927
A,0.8200000000000001,A2,0.46727832216701237,0.4609926503573712,0.47263928992177745
A,0.8200000000000001,A3,0.48869488691486723,0.47109290081749805,0.5024004767200184
A,0.8200000000000001,A4,0.3808567791174784,0.3731865867613706,0.3875779725370284
A,0.8200000000000001,A5,0.33010956838326655,0.3256018109097508,0.333911330867105
A,0.8300000000000001,A1,0.4010953671954702,0.3893998542910512,0.40985828005476693
A,0.8300000000000001,A2,0.46822932297939746,0.46192285527464444,0.47361393059254486
A,0.8300000000000001,A3,0.48823210881445733,0.47064267943141236,0.5019384724504645
A,0.8300000000000001,A4,0.38051402992774713,0.37282420999261606,0.38725069598919365
A,0.8300000000000001,A5,0.32980472977952074,0.3252947951838241,0.3336070028042878
A,0.84,A1,0.4017523926264257,0.39001813462499485,0.41054480625842454
A,0.84,A2,0.4691803237917825,0.46285306019191746,0.47458857126331216
A,0.84,A3,0.4877693307140475,0.4701924580453267,0.5014764681809107
A,0.84,A4,0.38017128073801604,0.37246183322386156,0.3869234194413589
A,0.84,A5,0.32949989117577494,0.3249877794578973,0.3333026747414706
A,0.85,A1,0.40240941805738123,0.39063641495893825,0.411231332462082
A,0.85,A2,0.47013132460416746,0.4637832651091906,0.47556321193407947
A,0.85,A3,0.4873065526136376,0.4697422366592413,0.501014463911357
A,0.85,A4,0.3798285315482848,0.3720994564551069,0.3865961428935241
A,0.85,A5,0.3291950525720291,0.3246807637319705,0.33299834667865336
A,0.86,A1,0.4030664434883368,0.3912546952928819,0.41191785866573966
A,0.86,A2,0.4710823254165526,0.46471347002646374,0.47653785260484677
A,0.86,A3,0.4868437745132276,0.4692920152731556,0.500552459641803
A,0.86,A4,0.3794857823585535,0.37173707968635233,0.3862688663456894
A,0.86,A5,0.3288902139682833,0.32437374800604385,0.3326940186158361
A,0.87,A1,0.40372346891929234,0.3918729756268257,0.41260438486939743
A,0.87,A2,0.47203332622893773,0.465643674943737,0.4775124932756143
A,0.87,A3,0.4863809964128178,0.46884179388707015,0.5000904553722492
A,0.87,A4,0.3791430331688224,0.37137470291759783,0.3859415897978547
A,0.87,A5,0.3285853753645375,0.32406673228011706,0.3323896905530189
A,0.88,A1,0.4043804943502479,0.39249125596076917,0.41329091107305505
A,0.88,A2,0.4729843270413228,0.4665738798610101,0.47848713394638154
A,0.88,A3,0.4859182183124079,0.46839157250098457,0.4996284511026953
A,0.88,A4,0.3788002839790912,0.37101232614884333,0.38561431325002
A,0.88,A5,0.3282805367607917,0.32375971655419034,0.3320853624902017
A,0.89,A1,0.40503751978120334,0.3931095362947127,0.41397743727671255
A,0.89,A2,0.4739353278537078,0.4675040847782833,0.4794617746171489
A,0.89,A3,0.48545544021199805,0.46794135111489893,0.4991664468331414
A,0.89,A4,0.37845753478935995,0.3706499493800887,0.3852870367021852
A,0.89,A5,0.32797569815704597,0.32345270082826366,0.3317810344273845
A,0.9,A1,0.4056945452121589,0.3937278166286564,0.41466396348037027
A,0.9,A2,0.47488632866609287,0.4684342896955564,0.4804364152879162
A,0.9,A3,0.48499266211158804,0.4674911297288134,0.4987044425635876
A,0.9,A4,0.37811478559962886,0.37028757261133416,0.38495976015435046
A,0.9,A5,0.3276708595533002,0.3231456851023368,0.33147670636456733
A,0.91,A1,0.40635157064311445,0.39434609696260003,0.4153504896840279
A,0.91,A2,0.47583732947847796,0.46936449461282953,0.48141105595868355
A,0.91,A3,0.4845298840111782,0.4670409083427277,0.4982424382940337
A,0.91,A4,0.37777203640989765,0.36992519584257966,0.3846324836065157
A,0.91,A5,0.3273660209495544,0.3228386693764101,0.33117237830175
A,0.92,A1,0.40700859607407003,0.39496437729654366,0.41603701588768555
A,0.92,A2,0.47678833029086304,0.4702946995301027,0.48238569662945097
A,0.92,A3,0.48406710591076835,0.46659068695664224,0.49778043402447975
A,0.92,A4,0.3774292872201664,0.36956281907382516,0.384305207058681
A,0.92,A5,0.32706118234580867,0.32253165365048336,0.33086805023893284
A,0.93,A1,0.40766562150502555,0.3955826576304873,0.41672354209134316
A,0.93,A2,0.4777393311032481,0.4712249044473759,0.4833603373002183
A,0.93,A3,0.4836043278103585,0.46614046557055666,0.4973184297549259
A,0.93,A4,0.3770865380304352,0.36920044230507054,0.38397793051084617
A,0.93,A5,0.3267563437420628,0.3222246379245566,0.3305637221761156
A,0.9400000000000001,A1,0.408322646935981,0.3962009379644308,0.4174100682950008
A,0.9400000000000001,A2,0.4786903319156331,0.47215510936464905,0.48433497797098557
A,0.9400000000000001,A3,0.48314154970994844,0.465690244184471,0.496856425485372
A,0.9400000000000001,A4,0.376743788840704,0.368838065536316,0.3836506539630114
A,0.9400000000000001,A5,0.32645150513831694,0.3219176221986298,0.3302593941132983
A,0.9500000000000001,A1,0.4089796723669366,0.39681921829837447,0.4180965944986583
A,0.9500000000000001,A2,0.4796413327280182,0.47308531428192213,0.4853096186417529
A,0.9500000000000001,A3,0.48267877160953865,0.46524002279838544,0.4963944212158181
A,0.9500000000000001,A4,0.3764010396509728,0.3684756887675615,0.3833233774151767
A,0.9500000000000001,A5,0.3261466665345712,0.3216106064727031,0.32995506605048114
A,0.96,A1,0.4096366977978922,0.3974374986323181,0.4187831207023161
A,0.96,A2,0.4805923335404033,0.4740155191991954,0.4862842593125203
A,0.96,A3,0.48221599350912875,0.4647898014122999,0.49593241694626433
A,0.96,A4,0.37605829046124156,0.3681133119988068,0.38299610086734187
A,0.96,A5,0.32584182793082545,0.32130359074677634,0.3296507379876639
A,0.97,A1,0.41029372322884766,0.39805577896626165,0.41946964690597366
A,0.97,A2,0.4815433343527884,0.4749457241164685,0.4872588999832877
A,0.97,A3,0.48175321540871885,0.4643395800262142,0.4954704126767103
A,0.97,A4,0.3757155412715104,0.3677509352300523,0.38266882431950716
A,0.97,A5,0.3255369893270797,0.3209965750208496,0.3293464099248467
A,0.98,A1,0.4109507486598032,0.39867405930020533,0.42015617310963127
A,0.98,A2,0.4824943351651734,0.4758759290337416,0.4882335406540551
A,0.98,A3,0.481290437308309,0.4638893586401288,0.4950084084071565
A,0.98,A4,0.37537279208177915,0.3673885584612978,0.38234154777167245
A,0.98,A5,0.3252321507233339,0.3206895592949228,0.32904208186202955
A,0.99,A1,0.41160777409075877,0.3992923396341489,0.4208426993132889
A,0.99,A2,0.4834453359775584,0.47680613395101473,0.4892081813248223
A,0.99,A3,0.480827659207899,0.46343913725404307,0.49454640413760265
A,0.99,A4,0.37503004289204794,0.36702618169254325,0.3820142712238377
A,0.99,A5,0.3249273121195881,0.3203825435689961,0.32873775379921216
A,1.0,A1,0.4122647995217143,0.3999106199680925,0.42152922551694655
A,1.0,A2,0.48439633678994354,0.47773633886828787,0.49018282199558966
A,1.0,A3,0.48036488110748915,0.46298891586795754,0.49408439986804875
A,1.0,A4,0.37468729370231674,0.36666380492378864,0.381686994676003
A,1.0,A5,0.32462247351584234,0.3200755278430693,0.32843342573639506
B,0.0,A1,0.39041639041978937,0.3811516884705236,0.39685210974634766
B,0.0,A2,0.4083041046645122,0.4007568098292338,0.41413893904022425
B,0.0,A3,0.5765503787241525,0.5604931959834939,0.5881329537866533
B,0.0,A4,0.4100681691911183,0.39876014651275604,0.41978041268533267
B,0.0,A5,0.3497971375850236,0.3408658132646705,0.35738111929542915
B,0.01,A1,0.3906249904177473,0.3813676222205333,0.3970539659269117
B,0.01,A2,0.40924960831337615,0.4017076001775537,0.41508632198261625
B,0.01,A3,0.5761955064240649,0.5601605688535229,0.5877736160269832
B,0.01,A4,0.40968144838023635,0.39837297607681343,0.4193877902168155
B,0.01,A5,0.34950100025106823,0.340564087390342,0.35708838358159095
B,0.02,A1,0.3908335904157053,0.38158355597054316,0.3972558221074759
B,0.02,A2,0.4101951119622402,0.40265839052587366,0.41603370492500824
B,0.02,A3,0.5758406341239778,0.5598279417235519,0.5874142782673132
B,0.02,A4,0.40929472756935453,0.3979858056408708,0.4189951677482983
B,0.02,A5,0.349204862917113,0.34026236151601347,0.3567956478677529
B,0.03,A1,0.3910421904136632,0.38179948972055294,0.39745767828803996
B,0.03,A2,0.41114061561110415,0.4036091808741936,0.4169810878674002
B,0.03,A3,0.5754857618238904,0.5594953145935808,0.5870549405076432
B,0.03,A4,0.4089080067584726,0.39759863520492833,0.41860254527978097
B,0.03,A5,0.34890872558315766,0.33996063564168494,0.3565029121539147
B,0.04,A1,0.39125079041162114,0.3820154234705627,0.397659534468604
B,0.04,A2,0.4120861192599681,0.4045599712225136,0.4179284708097921
B,0.04,A3,0.575130889523803,0.5591626874636099,0.5866956027479732
B,0.04,A4,0.40852128594759085,0.3972114647689857,0.41820992281126385
B,0.04,A5,0.3486125882492024,0.3396589097673564,0.35621017644007663
B,0.05,A1,0.3914593904095791,0.3822313572205725,0.39786139064916815
B,0.05,A2,0.41303162290883216,0.40551076157083366,0.4188758537521841
B,0.05,A3,0.5747760172237157,0.5588300603336389,0.5863362649883032
B,0.05,A4,0.40813456513670887,0.39682429433304306,0.4178173003427467
B,0.05,A5,0.34831645091524704,0.3393571838930278,0.35591744072623843
B,0.06,A1,0.3916679904075371,0.38244729097058233,0.3980632468297322
B,0.06,A2,0.4139771265576961,0.40646155191915356,0.41982323669457605
B,0.06,A3,0.5744211449236283,0.5584974332036678,0.5859769272286331
B,0.06,A4,0.407747844325827,0.39643712389710045,0.41742467787422943
B,0.06,A5,0.34802031358129176,0.3390554580186992,0.35562470501240023
B,0.07,A1,0.3918765904054951,0.38266322472059217,0.39826510301029644
B,0.07,A2,0.41492263020656006,0.4074123422674736,0.4207706196369681
B,0.07,A3,0.5740662726235409,0.5581648060736968,0.585617589468963
B,0.07,A4,0.4073611235149451,0.3960499534611579,0.4170320554057122
B,0.07,A5,0.3477241762473364,0.33875373214437066,0.35533196929856214
B,0.08,A1,0.39208519040345313,0.382879158470602,0.3984669591908606
B,0.08,A2,0.41586813385542415,0.40836313261579354,0.4217180025793601
B,0.08,A3,0.5737114003234536,0.5578321789437257,0.5852582517092932
B,0.08,A4,0.4069744027040633,0.3956627830252154,0.41663943293719513
B,0.08,A5,0.3474280389133812,0.3384520062700421,0.35503923358472406
B,0.09,A1,0.3922937904014111,0.3830950922206117,0.3986688153714246
B,0.09,A2,0.416813637504288,0.40931392296411356,0.422665385521752
B,0.09,A3,0.5733565280233662,0.5574995518137548,0.5848989139496231
B,0.09,A4,0.4065876818931814,0.39527561258927274,0.4162468104686779
B,0.09,A5,0.34713190157942586,0.3381502803957136,0.35474649787088586
B,0.1,A1,0.39250239039936896,0.38331102597062156,0.39887067155198874
B,0.1,A2,0.4177591411531521,0.41026471331243364,0.4236127684641441
B,0.1,A3,0.5730016557232789,0.5571669246837838,0.5845395761899531
B,0.1,A4,0.4062009610822996,0.3948884421533302,0.4158541880001606
B,0.1,A5,0.3468357642454706,0.33784855452138507,0.35445376215704777
B,0.11,A1,0.39271099039732704,0.38352695972063133,0.39907252773255286
B,0.11,A2,0.41870464480201613,0.41121550366075366,0.42456015140653597
B,0.11,A3,0.5726467834231916,0.5568342975538128,0.5841802384302831
B,0.11,A4,0.40581424027141766,0.39450127171738764,0.4154615655316435
B,0.11,A5,0.3465396269115153,0.3375468286470565,0.3541610264432096
B,0.12,A1,0.39291959039528496,0.38374289347064106,0.39927438391311687
B,0.12,A2,0.41965014845088006,0.4121662940090736,0.42550753434892796
B,0.12,A3,0.5722919111231041,0.5565016704238417,0.5838209006706131
B,0.12,A4,0.4054275194605358,0.394114101281445,0.4150689430631263
B,0.12,A5,0.34624348957755996,0.33724510277272796,0.3538682907293714
B,0.13,A1,0.39312819039324287,0.3839588272206509,0.39947624009368093
B,0.13,A2,0.42059565209974403,0.41311708435739347,0.4264549172913199
B,0.13,A3,0.5719370388230167,0.5561690432938706,0.5834615629109431
B,0.13,A4,0.4050407986496539,0.39372693084550237,0.414676320594609
B,0.13,A5,0.3459473522436046,0.33694337689839937,0.3535755550155332
B,0.14,A1,0.3933367903912009,0.3841747609706607,0.39967809627424516
B,0.14,A2,0.421541155748608,0.4140678747057135,0.42740230023371184
B,0.14,A3,0.5715821665229295,0.5558364161638997,0.583102225151273
B,0.14,A4,0.4046540778387721,0.3933397604095598,0.41428369812609184
B,0.14,A5,0.3456512149096494,0.33664165102407084,0.35328281930169514
B,0.15,A1,0.3935453903891588,0.3843906947206705,0.3998799524548092
B,0.15,A2,0.42248665939747204,0.41501866505403356,0.42834968317610395
B,0.15,A3,0.571227294222842,0.5555037890339287,0.5827428873916031
B,0.15,A4,0.4042673570278901,0.39295258997361726,0.4138910756575746
B,0.15,A5,0.345355077575694,0.33633992514974226,0.352990083587857
B,0.16,A1,0.3937539903871168,0.3846066284706803,0.40008180863537335
B,0.16,A2,0.423432163046336,0.41596945540235347,0.42929706611849583
B,0.16,A3,0.5708724219227547,0.5551711619039577,0.582383549631933
B,0.16,A4,0.4038806362170082,0.3925654195376747,0.41349845318905737
B,0.16,A5,0.3450589402417387,0.3360381992754137,0.3526973478740188
B,0.17,A1,0.3939625903850748,0.38482256222069006,0.4002836648159375
B,0.17,A2,0.42437766669520005,0.41692024575067355,0.4302444490608877
B,0.17,A3,0.5705175496226673,0.5548385347739867,0.5820242118722629
B,0.17,A4,0.40349391540612634,0.3921782491017321,0.4131058307205403
B,0.17,A5,0.3447628029077835,0.33573647340108514,0.3524046121601807
B,0.18,A1,0.39417119038303283,0.38503849597069995,0.4004855209965016
B,0.18,A2,0.425323170344064,0.41787103609899356,0.43119183200327976
B,0.18,A3,0.57016267732258,0.5545059076440156,0.5816648741125932
B,0.18,A4,0.4031071945952445,0.3917910786657895,0.41271320825202307
B,0.18,A5,0.34446666557382816,0.3354347475267566,0.35211187644634256
B,0.19,A1,0.3943797903809908,0.38525442972070967,0.40068737717706576
B,0.19,A2,0.42626867399292795,0.4188218264473134,0.4321392149456717
B,0.19,A3,0.5698078050224926,0.5541732805140447,0.5813055363529229
B,0.19,A4,0.4027204737843627,0.39140390822984683,0.41232058578350594
B,0.19,A5,0.3441705282398729,0.33513302165242803,0.3518191407325044
B,0.2,A1,0.3945883903789488,0.3854703634707195,0.40088923335762977
B,0.2,A2,0.4272141776417921,0.4197726167956335,0.43308659788806375
B,0.2,A3,0.5694529327224053,0.5538406533840736,0.5809461985932531
B,0.2,A4,0.40233375297348084,0.3910167377939043,0.4119279633149886
B,0.2,A5,0.34387439090591754,0.33483129577809956,0.3515264050186662
B,0.21,A1,0.3947969903769067,0.3856862972207293,0.40109108953819395
B,0.21,A2,0.42815968129065596,0.42072340714395345,0.4340339808304557
B,0.21,A3,0.5690980604223179,0.5535080262541027,0.5805868608335829
B,0.21,A4,0.40194703216259886,0.3906295673579618,0.4115353408464715
B,0.21,A5,0.3435782535719623,0.334529569903771,0.3512336693048281
B,0.22,A1,0.3950055903748647,0.38590223097073906,0.401292945718758
B,0.22,A2,0.42910518493952,0.4216741974922735,0.4349813637728477
B,0.22,A3,0.5687431881222306,0.5531753991241316,0.580227523073913
B,0.22,A4,0.40156031135171705,0.3902423969220191,0.41114271837795424
B,0.22,A5,0.343282116238007,0.3342278440294424,0.35094093359099
B,0.23,A1,0.3952141903728226,0.3861181647207489,0.40149480189932213
B,0.23,A2,0.43005068858838397,0.4226249878405935,0.43592874671523957
B,0.23,A3,0.5683883158221432,0.5528427719941605,0.5798681853142429
B,0.23,A4,0.4011735905408351,0.3898552264860765,0.4107500959094371
B,0.23,A5,0.3429859789040517,0.33392611815511386,0.3506481978771518
B,0.24,A1,0.3954227903707806,0.3863340984707587,0.40169665807988625
B,0.24,A2,0.43099619223724794,0.42357577818891345,0.43687612965763156
B,0.24,A3,0.5680334435220558,0.5525101448641895,0.5795088475545729
B,0.24,A4,0.40078686972995325,0.38946805605013396,0.4103574734409199
B,0.24,A5,0.34268984157009635,0.3336243922807853,0.3503554621633137
B,0.25,A1,0.3956313903687387,0.3865500322207685,0.4018985142604503
B,0.25,A2,0.43194169588611203,0.42452656853723353,0.4378235126000236
B,0.25,A3,0.5676785712219684,0.5521775177342185,0.5791495097949029
B,0.25,A4,0.4004001489190714,0.38908088561419135,0.40996485097240265
B,0.25,A5,0.34239370423614107,0.3333226664064567,0.35006272644947545
B,0.26,A1,0.3958399903666965,0.3867659659707782,0.40210037044101443
B,0.26,A2,0.4328871995349759,0.4254773588855534,0.4387708955424155
B,0.26,A3,0.5673236989218811,0.5518448906042475,0.5787901720352329
B,0.26,A4,0.4000134281081895,0.38869371517824874,0.4095722285038854
B,0.26,A5,0.3420975669021857,0.3330209405321281,0.34976999073563736
B,0.27,A1,0.39604859036465456,0.3869818997207881,0.4023022266215786
B,0.27,A2,0.43383270318384004,0.42642814923387345,0.43971827848480755
B,0.27,A3,0.5669688266217937,0.5515122634742765,0.5784308342755629
B,0.27,A4,0.39962670729730765,0.3883065447423062,0.40917960603536824
B,0.27,A5,0.34180142956823045,0.3327192146577996,0.3494772550217992
B,0.28,A1,0.3962571903626125,0.3871978334707979,0.4025040828021426
B,0.28,A2,0.4347782068327039,0.42737893958219336,0.44066566142719943
B,0.28,A3,0.5666139543217064,0.5511796363443054,0.5780714965158927
B,0.28,A4,0.39923998648642584,0.38791937430636364,0.4087869835668511
B,0.28,A5,0.3415052922342751,0.33241748878347105,0.3491845193079611
B,0.29,A1,0.39646579036057045,0.38741376722080767,0.40270593898270673
B,0.29,A2,0.4357237104815679,0.4283297299305134,0.44161304436959137
B,0.29,A3,0.5662590820216189,0.5508470092143344,0.5777121587562228
B,0.29,A4,0.39885326567554386,0.387532203870421,0.4083943610983338
B,0.29,A5,0.34120915490031983,0.3321157629091426,0.34889178359412293
B,0.3,A1,0.3966743903585285,0.3876297009708175,0.40290779516327097
B,0.3,A2,0.43666921413043186,0.42928052027883334,0.4425604273119834
B,0.3,A3,0.5659042097215315,0.5505143820843634,0.5773528209965527
B,0.3,A4,0.39846654486466204,0.3871450334344784,0.4080017386298166
B,0.3,A5,0.3409130175663645,0.33181403703481394,0.3485990478802848
B,0.31,A1,0.39688299035648633,0.3878456347208272,0.403109651343835
B,0.31,A2,0.43761471777929584,0.4302313106271533,0.4435078102543754
B,0.31,A3,0.5655493374214442,0.5501817549543924,0.5769934832368828
B,0.31,A4,0.3980798240537801,0.3867578629985358,0.4076091161612994
B,0.31,A5,0.3406168802324092,0.33151231116048535,0.3483063121664466
B,0.32,A1,0.39709159035444436,0.3880615684708371,0.4033115075243991
B,0.32,A2,0.43856022142815987,0.4311821009754733,0.4444551931967673
B,0.32,A3,0.565194465121357,0.5498491278244215,0.5766341454772128
B,0.32,A4,0.3976931032428983,0.38637069256259327,0.40721649369278223
B,0.32,A5,0.3403207428984539,0.3312105852861568,0.34801357645260844
B,0.33,A1,0.39730019035240227,0.3882775022208468,0.40351336370496316
B,0.33,A2,0.43950572507702396,0.43213289132379334,0.44540257613915935
B,0.33,A3,0.5648395928212695,0.5495165006944505,0.5762748077175428
B,0.33,A4,0.3973063824320163,0.38598352212665066,0.406823871224265
B,0.33,A5,0.34002460556449865,0.33090885941182824,0.3477208407387703
B,0.34,A1,0.39750879035036035,0.38849343597085667,0.40371521988552733
B,0.34,A2,0.4404512287258878,0.43308368167211325,0.4463499590815512
B,0.34,A3,0.564484720521182,0.5491838735644793,0.5759154699578727
B,0.34,A4,0.39691966162113446,0.38559635169070805,0.4064312487557478
B,0.34,A5,0.33972846823054326,0.3306071335374997,0.3474281050249322
B,0.35000000000000003,A1,0.3977173903483182,0.3887093697208664,0.40391707606609134
B,0.35000000000000003,A2,0.4413967323747519,0.4340344720204334,0.44729734202394333
B,0.35000000000000003,A3,0.5641298482210948,0.5488512464345083,0.5755561321982027
B,0.35000000000000003,A4,0.3965329408102526,0.38520918125476544,0.40603862628723064
B,0.35000000000000003,A5,0.339432330896588,0.3303054076631711,0.34713536931109407
B,0.36,A1,0.3979259903462763,0.3889253034708763,0.40411893224665557
B,0.36,A2,0.44234223602361583,0.4349852623687533,0.4482447249663352
B,0.36,A3,0.5637749759210074,0.5485186193045374,0.5751967944385328
B,0.36,A4,0.3961462199993708,0.3848220108188229,0.4056460038187134
B,0.36,A5,0.33913619356263275,0.33000368178884265,0.34684263359725587
B,0.37,A1,0.3981345903442342,0.389141237220886,0.4043207884272196
B,0.37,A2,0.4432877396724798,0.43593605271707325,0.4491921079087271
B,0.37,A3,0.56342010362092,0.5481859921745663,0.5748374566788628
B,0.37,A4,0.39575949918848885,0.3844348403828804,0.40525338135019623
B,0.37,A5,0.3388400562286774,0.32970195591451407,0.3465498978834177
B,0.38,A1,0.3983431903421922,0.3893571709708959,0.40452264460778375
B,0.38,A2,0.4442332433213438,0.4368868430653932,0.45013949085111915
B,0.38,A3,0.5630652313208327,0.5478533650445953,0.5744781189191928
B,0.38,A4,0.395372778377607,0.38404766994693784,0.40486075888167905
B,0.38,A5,0.3385439188947221,0.3294002300401855,0.34625716216957964
B,0.39,A1,0.39855179034015015,0.38957310472090567,0.4047245007883478
B,0.39,A2,0.4451787469702078,0.43783763341371323,0.4510868737935111
B,0.39,A3,0.5627103590207454,0.5475207379146243,0.5741187811595226
B,0.39,A4,0.3949860575667251,0.3836604995109952,0.4044681364131618
B,0.39,A5,0.33824778156076685,0.329098504165857,0.34596442645574144
B,0.4,A1,0.3987603903381081,0.38978903847091545,0.404926356968912
B,0.4,A2,0.44612425061907185,0.43878842376203325,0.45203425673590314
B,0.4,A3,0.5623554867206579,0.5471881107846533,0.5737594433998526
B,0.4,A4,0.39459933675584324,0.3832733290750525,0.40407551394464464
B,0.4,A5,0.3379516442268115,0.3287967782915284,0.3456716907419033
B,0.41000000000000003,A1,0.39896899033606614,0.3900049722209253,0.4051282131494761
B,0.41000000000000003,A2,0.44706975426793577,0.43973921411035327,0.4529816396782951
B,0.41000000000000003,A3,0.5620006144205707,0.5468554836546824,0.5734001056401826
B,0.41000000000000003,A4,0.3942126159449614,0.38288615863910996,0.40368289147612746
B,0.41000000000000003,A5,0.33765550689285617,0.32849505241719984,0.3453789550280652
B,0.42,A1,0.3991775903340241,0.3902209059709351,0.40533006933004023
B,0.42,A2,0.4480152579167998,0.44069000445867323,0.453929022620687
B,0.42,A3,0.5616457421204832,0.5465228565247113,0.5730407678805127
B,0.42,A4,0.3938258951340796,0.38249898820316747,0.4032902690076102
B,0.42,A5,0.3373593695589009,0.3281933265428713,0.34508621931422706
B,0.43,A1,0.399386190331982,0.3904368397209449,0.40553192551060424
B,0.43,A2,0.4489607615656638,0.44164079480699325,0.454876405563079
B,0.43,A3,0.5612908698203959,0.5461902293947403,0.5726814301208426
B,0.43,A4,0.3934391743231976,0.38211181776722486,0.40289764653909305
B,0.43,A5,0.3370632322249456,0.3278916006685427,0.3447934836003889
B,0.44,A1,0.3995947903299401,0.3906527734709546,0.4057337816911684
B,0.44,A2,0.44990626521452776,0.44259158515531316,0.455823788505471
B,0.44,A3,0.5609359975203086,0.5458576022647693,0.5723220923611727
B,0.44,A4,0.39305245351231577,0.38172464733128225,0.40250502407057587
B,0.44,A5,0.33676709489099027,0.3275898747942142,0.3445007478865507
B,0.45,A1,0.399803390327898,0.39086870722096445,0.40593563787173254
B,0.45,A2,0.45085176886339184,0.4435423755036333,0.45677117144786294
B,0.45,A3,0.5605811252202213,0.5455249751347984,0.5719627546015027
B,0.45,A4,0.39266573270143396,0.3813374768953397,0.40211240160205863
B,0.45,A5,0.33647095755703504,0.32728814891988567,0.3442080121727125
B,0.46,A1,0.40001199032585605,0.3910846409709742,0.4061374940522966
B,0.46,A2,0.4517972725122558,0.4444931658519532,0.45771855439025494
B,0.46,A3,0.5602262529201338,0.5451923480048273,0.5716034168418327
B,0.46,A4,0.39227901189055203,0.38095030645939704,0.40171977913354145
B,0.46,A5,0.33617482022307965,0.32698642304555703,0.3439152764588745
B,0.47000000000000003,A1,0.40022059032381396,0.3913005747209841,0.4063393502328607
B,0.47000000000000003,A2,0.4527427761611198,0.4454439562002732,0.4586659373326469
B,0.47000000000000003,A3,0.5598713806200465,0.5448597208748562,0.5712440790821627
B,0.47000000000000003,A4,0.3918922910796701,0.3805631360234545,0.4013271566650243
B,0.47000000000000003,A5,0.3358786828891244,0.32668469717122856,0.3436225407450363
B,0.48,A1,0.4004291903217719,0.3915165084709938,0.4065412064134248
B,0.48,A2,0.4536882798099837,0.4463947465485931,0.45961332027503876
B,0.48,A3,0.5595165083199591,0.5445270937448851,0.5708847413224926
B,0.48,A4,0.3915055702687883,0.38017596558751193,0.40093453419650693
B,0.48,A5,0.3355825455551691,0.3263829712969,0.34332980503119814
B,0.49,A1,0.40063779031972985,0.3917324422210035,0.406743062593989
B,0.49,A2,0.4546337834588477,0.44734553689691314,0.4605607032174308
B,0.49,A3,0.5591616360198718,0.5441944666149141,0.5705254035628226
B,0.49,A4,0.3911188494579063,0.3797887951515692,0.40054191172798975
B,0.49,A5,0.3352864082212138,0.3260812454225714,0.34303706931736005
B,0.5,A1,0.40084639031768793,0.39194837597101345,0.406944918774553
B,0.5,A2,0.4555792871077117,0.4482963272452331,0.4615080861598228
B,0.5,A3,0.5588067637197844,0.5438618394849432,0.5701660658031525
B,0.5,A4,0.39073212864702445,0.3794016247156267,0.4001492892594727
B,0.5,A5,0.33499027088725847,0.32577951954824286,0.34274433360352186
B,0.51,A1,0.4010549903156458,0.3921643097210232,0.40714677495511714
B,0.51,A2,0.45652479075657576,0.4492471175935532,0.46245546910221474
B,0.51,A3,0.558451891419697,0.5435292123549721,0.5698067280434825
B,0.51,A4,0.3903454078361427,0.3790144542796841,0.39975666679095545
B,0.51,A5,0.33469413355330313,0.3254777936739143,0.34245159788968366
B,0.52,A1,0.40126359031360376,0.392380243471033,0.4073486311356812
B,0.52,A2,0.4574702944054396,0.45019790794187303,0.4634028520446067
B,0.52,A3,0.5580970191196096,0.5431965852250011,0.5694473902838124
